Run,#Features,#NodesExplored,#TotalIterationsExecuted,#TotalNodes,Algorithm,AlgorithmSteps,Configuration,ExecutionTime,Reward,StoppingCondition,ValidConfiguration
10,48,924,924,12251,"UCT MCTS (sc:iters=20, ew=0.5)",44,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'UVL', 'Glucose', 'SPLOT', 'satyrn', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'System', 'MiniSAT-python-sat', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.197810649871826,15,20,True
11,50,966,966,25744,"UCT MCTS (sc:iters=20, ew=0.5)",46,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'SPLOT', 'Glucose', 'satyrn', 'UVL', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'Packages', 'satispy', 'Interoperability', 'AutomatedReasoning', 'pydepqbf', 'Operations', 'MiniSAT-python-sat', 'ValidModel', 'ErrorDetection', 'System', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'ValidProduct', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.871034860610962,13,20,True
12,53,1029,1029,15540,"UCT MCTS (sc:iters=20, ew=0.5)",49,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'Operations', 'MiniSAT-python-sat', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ValidProduct', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.4466490745544434,10,20,True
13,45,861,861,15538,"UCT MCTS (sc:iters=20, ew=0.5)",41,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'pipdeptree', 'setuptools', 'FeatureModel', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'satyrn', 'Glucose', 'SPLOT', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'System', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'AAFMFramework', 'Metamodels']",3.211419105529785,18,20,True
14,49,945,945,17548,"UCT MCTS (sc:iters=20, ew=0.5)",45,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'satyrn', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'ebnf', 'System', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'SimpleParse', 'Operations', 'ErrorDetection', 'ValidModel', 'Glucose-python-sat', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.208252191543579,14,20,True
15,58,1078,1134,13332,"UCT MCTS (sc:iters=20, ew=0.5)",54,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'pipdeptree', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'Operations', 'ErrorDetection', 'ValidModel', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ValidProduct', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.541297435760498,5,20,True
16,55,1071,1071,20128,"UCT MCTS (sc:iters=20, ew=0.5)",51,"['PicoSAT', 'six', 'umo', 'antlr4-python3-runtime', 'Lingeling-satispy', 'pycosat', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'DeadFeatures', 'setuptools', 'Solvers', 'MiniSAT-umo', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'UVL', 'Glucose', 'SPLOT', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'ErrorDetection', 'System', 'Operations', 'AutomatedReasoning', 'MiniSAT-python-sat', 'SimpleParse', 'pydepqbf', 'ValidConfiguration', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.672213315963745,8,20,True
17,45,861,861,16223,"UCT MCTS (sc:iters=20, ew=0.5)",41,"['PicoSAT', 'umo', 'six', 'pycosat', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'pipdeptree', 'setuptools', 'Solvers', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'satyrn', 'Glucose', 'UVL', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'SimpleParse', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels']",2.946787118911743,18,20,True
18,51,987,987,14115,"UCT MCTS (sc:iters=20, ew=0.5)",47,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'SPLOT', 'Glucose', 'satyrn', 'UVL', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'pydepqbf', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.1360607147216797,12,20,True
19,46,882,882,16417,"UCT MCTS (sc:iters=20, ew=0.5)",42,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'pipdeptree', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'satyrn', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'System', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.117736577987671,17,20,True
20,58,1111,1134,25143,"UCT MCTS (sc:iters=20, ew=0.5)",54,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'pipdeptree', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'SimpleParse', 'Operations', 'ErrorDetection', 'ValidModel', 'System', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'ValidProduct', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.9006736278533936,5,20,True
21,53,1029,1029,16632,"UCT MCTS (sc:iters=20, ew=0.5)",49,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'pipdeptree', 'DeadFeatures', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'satyrn', 'Glucose', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'Packages', 'satispy', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'Operations', 'ValidModel', 'SimpleParse', 'ErrorDetection', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'ValidProduct', 'AAFMFramework', 'Metamodels']",3.4733965396881104,10,20,True
22,55,1071,1071,18091,"UCT MCTS (sc:iters=20, ew=0.5)",51,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'antlr4-python3-runtime', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'ValidModel', 'MiniSAT-python-sat', 'Operations', 'System', 'pydepqbf', 'ErrorDetection', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ValidProduct', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels']",3.7228410243988037,8,20,True
23,46,882,882,15075,"UCT MCTS (sc:iters=20, ew=0.5)",42,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'satyrn', 'Glucose', 'SPLOT', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'ebnf', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'pydepqbf', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.076903820037842,17,20,True
24,49,945,945,14816,"UCT MCTS (sc:iters=20, ew=0.5)",45,"['PicoSAT', 'six', 'umo', 'antlr4-python3-runtime', 'Lingeling-satispy', 'pycosat', 'Glucose-pyglucose', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'pydepqbf', 'Glucose-python-sat', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.1805453300476074,14,20,True
25,54,1050,1050,18980,"UCT MCTS (sc:iters=20, ew=0.5)",50,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'FeatureModel', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'ErrorDetection', 'System', 'AutomatedReasoning', 'Operations', 'ValidModel', 'MiniSAT-python-sat', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ValidProduct', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.654068946838379,9,20,True
26,39,735,735,18242,"UCT MCTS (sc:iters=20, ew=0.5)",35,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'pipdeptree', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'AAFMFramework', 'Metamodels']",2.860182762145996,24,20,True
27,49,945,945,13590,"UCT MCTS (sc:iters=20, ew=0.5)",45,"['PicoSAT', 'six', 'umo', 'antlr4-python3-runtime', 'Lingeling-satispy', 'pycosat', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'UVL', 'Glucose', 'satyrn', 'SPLOT', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'SimpleParse', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.1053149700164795,14,20,True
28,51,987,987,23892,"UCT MCTS (sc:iters=20, ew=0.5)",47,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'setuptools', 'FeatureModel', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'pylgl', 'Lingeling-pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'satyrn', 'Glucose', 'SPLOT', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'System', 'MiniSAT-python-sat', 'SimpleParse', 'Operations', 'ValidModel', 'Glucose-python-sat', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'ValidProduct', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.5929877758026123,12,20,True
29,48,924,924,25876,"UCT MCTS (sc:iters=20, ew=0.5)",44,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'pylgl', 'Lingeling-pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'SPLOT', 'Glucose', 'satyrn', 'UVL', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'Interoperability', 'ErrorDetection', 'AutomatedReasoning', 'Operations', 'pydepqbf', 'System', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'ValidProduct', 'MiniSAT-satispy', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.6475422382354736,15,20,True
30,44,840,840,18038,"UCT MCTS (sc:iters=20, ew=0.5)",40,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'FeatureModel', 'setuptools', 'Solvers', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'UVL', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'MiniSAT-python-sat', 'Glucose-python-sat', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'AAFMFramework', 'Metamodels', 'lark-parser']",3.018225908279419,19,20,True
1,55,1581,1581,19909,"UCT MCTS (sc:iters=30, ew=0.5)",51,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'Operations', 'MiniSAT-python-sat', 'ValidModel', 'ErrorDetection', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ValidProduct', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",5.216373682022095,8,30,True
2,56,1612,1612,27142,"UCT MCTS (sc:iters=30, ew=0.5)",52,"['PicoSAT', 'umo', 'six', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'SPLOT', 'Glucose', 'UVL', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'Operations', 'ErrorDetection', 'MiniSAT-python-sat', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'pip', 'MiniSAT', 'pyglucose', 'ValidProduct', 'MiniSAT-satispy', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",5.438084840774536,7,30,True
3,53,1519,1519,38001,"UCT MCTS (sc:iters=30, ew=0.5)",49,"['PicoSAT', 'umo', 'six', 'pycosat', 'antlr4-python3-runtime', 'Lingeling-satispy', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'PicoSAT-pyPicosat', 'Linux', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'pylgl', 'Lingeling-pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'CoreFeatures', 'satyrn', 'Glucose', 'UVL', 'SPLOT', 'Lingeling', 'CNFModel', 'pybind11', 'Packages', 'satispy', 'ebnf', 'Interoperability', 'AutomatedReasoning', 'ValidModel', 'Operations', 'MiniSAT-python-sat', 'SimpleParse', 'System', 'ValidConfiguration', 'Glucose-python-sat', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",5.641714096069336,10,30,True
4,44,1240,1240,34187,"UCT MCTS (sc:iters=30, ew=0.5)",40,"['PicoSAT', 'umo', 'six', 'pycosat', 'Glucose-pyglucose', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'python-sat', 'Lingeling-python-sat', 'satyrn', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'System', 'AutomatedReasoning', 'Operations', 'MiniSAT-python-sat', 'ValidModel', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",4.876545190811157,19,30,True
5,54,1550,1550,29740,"UCT MCTS (sc:iters=30, ew=0.5)",50,"['PicoSAT', 'six', 'umo', 'antlr4-python3-runtime', 'Lingeling-satispy', 'pycosat', 'Glucose-pyglucose', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'pipdeptree', 'DeadFeatures', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'Glucose', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'Operations', 'ValidModel', 'MiniSAT-python-sat', 'SimpleParse', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'PicoSAT-pycosat', 'ValidProduct', 'AAFMFramework', 'Metamodels', 'lark-parser']",5.501315355300903,9,30,True
6,58,1594,1643,22397,"UCT MCTS (sc:iters=30, ew=0.5)",54,"['PicoSAT', 'six', 'umo', 'pycosat', 'Lingeling-satispy', 'Glucose-pyglucose', 'APISolvers', 'Linux', 'PicoSAT-pyPicosat', 'DeadFeatures', 'FeatureModel', 'setuptools', 'Solvers', 'ErrorDiagnosis', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'CoreFeatures', 'UVL', 'Glucose', 'SPLOT', 'satyrn', 'Lingeling', 'CNFModel', 'AllProducts', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'ebnf', 'FeatureIDE', 'Interoperability', 'AutomatedReasoning', 'System', 'Operations', 'ErrorDetection', 'MiniSAT-python-sat', 'ValidModel', 'pydepqbf', 'Glucose-python-sat', 'ValidConfiguration', 'wheel', 'pip', 'MiniSAT', 'pyglucose', 'ValidProduct', 'MiniSAT-satispy', 'PicoSAT-pycosat', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",5.32826828956604,5,30,True
7,46,1302,1302,23822,"UCT MCTS (sc:iters=30, ew=0.5)",42,"['umo', 'six', 'antlr4-python3-runtime', 'Lingeling-satispy', 'pycosat', 'Glucose-pyglucose', 'pycryptosat', 'APISolvers', 'Linux', 'pipdeptree', 'FeatureModel', 'setuptools', 'Solvers', 'MiniSAT-umo', 'Lingeling-pylgl', 'pylgl', 'pyPicosat', 'Utils', 'DepMng', 'pkg-resources', 'Lingeling-python-sat', 'python-sat', 'satyrn', 'Glucose', 'Lingeling', 'CNFModel', 'pybind11', 'DecisionModel', 'Packages', 'satispy', 'FeatureIDE', 'Interoperability', 'System', 'AutomatedReasoning', 'pydepqbf', 'MiniSAT-python-sat', 'SimpleParse', 'Glucose-python-sat', 'pip', 'MiniSAT', 'pyglucose', 'MiniSAT-satispy', 'ParserTechnology', 'AAFMFramework', 'Metamodels', 'lark-parser']",4.478024244308472,17,30,True
